Timestamp, Price, Size, Exchange, Type
2021-03-05 13:01:50.821, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:02:16.124, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:04:18.343, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:04:22.898, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:09:32.422, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:10:40.517, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:11:00.053, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:11:45.874, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:13:24.321, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:14:05.614, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:18:21.475, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:20:51.794, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:26:44.577, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:28:08.897, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:29:00.557, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:30:36.936, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:30:58.081, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:31:05.885, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:33:13.799, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:35:16.408, 46.14, 120, NYSE_ARCA, Ask
