Timestamp, Price, Size, Exchange, Type
2021-03-05 10:39:22.451, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:42:14.182, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:42:28.417, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:44:47.584, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:45:12.433, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:51:58.311, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:53:03.441, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:53:05.739, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:54:44.139, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:55:46.436, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:56:08.794, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:56:38.126, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:02:40.709, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:03:15.980, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:08:37.621, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:09:12.625, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:09:43.980, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:10:59.327, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:11:29.838, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:11:52.183, 46.14, 120, NYSE_ARCA, Ask
