Timestamp, Price, Size, Exchange, Type
2021-03-05 10:00:00.123, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.131, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:31:32.172, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:32:01.650, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:37:33.058, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:38:37.390, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:39:43.526, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:41:30.693, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:42:24.669, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:42:42.189, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:43:13.934, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:44:14.174, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:45:15.606, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:46:17.550, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:50:04.305, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:50:43.887, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:52:14.089, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:53:00.649, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:56:42.031, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 12:59:14.141, 46.14, 120, NYSE_ARCA, Ask
