Timestamp, Price, Size, Exchange, Type
2021-03-05 10:00:00.124, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.133, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:36:25.916, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:37:48.680, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:38:06.697, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:39:58.140, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:41:56.607, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:42:44.953, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:42:56.450, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:43:41.684, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:45:45.457, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:47:49.428, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:48:56.780, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:50:45.375, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:51:08.887, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:53:30.433, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 13:58:40.813, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:01:34.981, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:05:08.449, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:06:47.094, 46.14, 120, NYSE_ARCA, Ask
