Timestamp, Price, Size, Exchange, Type
2021-03-05 14:14:20.974, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:14:38.540, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:15:56.050, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:17:45.076, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:19:13.817, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:19:45.662, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:22:12.801, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:24:40.222, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:24:52.946, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:30:08.251, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:33:07.321, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:33:54.901, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:35:24.334, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:36:05.493, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:36:29.053, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:37:07.456, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:43:38.984, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:44:22.023, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:45:22.639, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 14:45:35.724, 46.14, 120, NYSE_ARCA, Ask
