Timestamp, Price, Size, Exchange, Type
2021-03-05 10:00:00.126, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.128, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:14:50.899, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:14:58.159, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:21:21.952, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:21:36.808, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:22:49.483, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:25:14.505, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:31:48.852, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:32:43.034, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:35:31.229, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:38:09.014, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:38:53.562, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:40:21.030, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:40:35.156, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:40:54.164, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:41:06.004, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:43:03.406, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:43:58.877, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 11:44:11.078, 46.14, 120, NYSE_ARCA, Ask
