Timestamp, Price, Size, Exchange, Type
2021-03-05 10:00:00.134, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 10:00:00.125, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:26:31.714, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:31:02.279, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:32:11.102, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:34:12.477, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:34:54.579, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:36:12.782, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:36:45.627, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:37:08.534, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:38:03.484, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:39:48.415, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:40:09.424, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:43:52.385, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:44:44.633, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:49:02.694, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:51:10.985, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:55:08.756, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:57:49.961, 46.14, 120, NYSE_ARCA, Ask
2021-03-05 15:59:04.970, 46.14, 120, NYSE_ARCA, Ask
